shipment_id,supplier,product,country,shipment_mode,scheduled_delivery_date,predicted_severe_delay_probability,risk_rank,review_flag,total_value_usd,top_prediction_contributors
ASN-26608,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uganda,Air,2014-06-26,0.0,1103,0,24000.0,Not computed
ASN-26596,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Côte d'Ivoire,Air,2014-06-30,0.0,1104,0,42000.0,Not computed
ASN-26347,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Vietnam,Air,2014-07-02,0.0,1105,0,10467.0,Not computed
ASN-26833,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Côte d'Ivoire,Air,2014-07-08,0.0,1106,0,8200.0,Not computed
ASN-26834,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Côte d'Ivoire,Air,2014-07-08,0.0,1107,0,28700.0,Not computed
DN-3650,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Mozambique,Truck,2014-07-08,0.0,1108,0,1127.52,Not computed
DN-3798,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-07-09,0.0,1109,0,959.92,Not computed
ASN-27209,S. BUYS WHOLESALER,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",South Africa,Truck,2014-07-11,0.0,1110,0,51.37,Not computed
ASN-27210,S. BUYS WHOLESALER,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",South Africa,Truck,2014-07-11,0.0,1111,0,51.37,Not computed
ASN-27211,S. BUYS WHOLESALER,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",South Africa,Truck,2014-07-11,0.0,1112,0,51.37,Not computed
ASN-27212,S. BUYS WHOLESALER,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",South Africa,Truck,2014-07-11,0.0,1113,0,25.69,Not computed
ASN-25988,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Tanzania,Air,2014-07-15,0.0,1114,0,28000.0,Not computed
ASN-26077,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Tanzania,Air,2014-07-15,0.0,1115,0,8000.0,Not computed
ASN-26124,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Tanzania,Air,2014-07-15,0.0,1116,0,11808.0,Not computed
ASN-26847,B&C GROUP S.A.,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Uganda,Air,2014-07-16,0.0,1117,0,18072.0,Not computed
ASN-26864,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Rwanda,Air,2014-07-16,0.0,1118,0,9739.12,Not computed
ASN-26932,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Rwanda,Air,2014-07-16,0.0,1119,0,7040.8,Not computed
ASN-26891,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Côte d'Ivoire,Air,2014-07-17,0.0,1120,0,18600.0,Not computed
DN-3810,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Rwanda,Air,2014-07-17,0.0,1121,0,720.38,Not computed
ASN-26863,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Zimbabwe,Air,2014-07-18,0.0,1122,0,77000.0,Not computed
ASN-26209,CIPLA LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Haiti,Ocean,2014-07-19,0.0,1123,0,630000.0,Not computed
ASN-26469,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Zambia,Air,2014-07-20,0.0,1124,0,27956.25,Not computed
ASN-26472,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Zambia,Air,2014-07-20,0.0,1125,0,76871.25,Not computed
ASN-26755,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Rwanda,Air,2014-07-24,0.0,1126,0,360000.0,Not computed
ASN-26391,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Zambia,Air,2014-07-28,0.0,1127,0,304000.0,Not computed
ASN-26923,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Vietnam,Air,2014-07-29,0.0,1128,0,164449.0,Not computed
ASN-26924,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-07-29,0.0,1129,0,238896.0,Not computed
ASN-27173,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Ethiopia,Air,2014-07-29,0.0,1130,0,184411.5,Not computed
ASN-27170,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Uganda,Air,2014-07-30,0.0,1131,0,72150.0,Not computed
ASN-27175,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Uganda,Air,2014-07-30,0.0,1132,0,74028.0,Not computed
ASN-27114,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Côte d'Ivoire,Air,2014-07-31,0.0,1133,0,64000.0,Not computed
DN-3861,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Zambia,Truck,2014-07-31,0.0,1134,0,6149.52,Not computed
ASN-26987,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Uganda,Air,2014-08-01,0.0,1135,0,195068.5,Not computed
ASN-26443,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Tanzania,Air,2014-08-08,0.0,1136,0,10752.0,Not computed
ASN-26388,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Guyana,Air,2014-08-11,0.0,1137,0,1033.94,Not computed
ASN-26927,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Vietnam,Air,2014-08-13,0.0,1138,0,97297.5,Not computed
ASN-26928,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-08-13,0.0,1139,0,206559.0,Not computed
ASN-26929,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-08-13,0.0,1140,0,238896.0,Not computed
ASN-27132,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Vietnam,Air,2014-08-16,0.0,1141,0,225990.0,Not computed
ASN-27098,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Vietnam,Air,2014-08-18,0.0,1142,0,291936.0,Not computed
ASN-27099,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Vietnam,Air,2014-08-18,0.0,1143,0,6978.0,Not computed
ASN-27101,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Vietnam,Air,2014-08-18,0.0,1144,0,98010.0,Not computed
ASN-27336,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Rwanda,Air,2014-08-22,0.0,1145,0,60000.0,Not computed
ASN-27538,BIO-RAD LABORATORIES (FRANCE),"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit, 50 Tests",Uganda,Air,2014-08-22,0.0,1146,0,55913.85,Not computed
ASN-27662,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Rwanda,Air,2014-08-22,0.0,1147,0,23975.0,Not computed
ASN-27693,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Rwanda,Air,2014-08-22,0.0,1148,0,7311.6,Not computed
ASN-27232,CIPLA LIMITED,"Abacavir 60mg, dispersible tablets, 60 Tabs",Haiti,Air,2014-08-25,0.0,1149,0,2410.0,Not computed
ASN-26767,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Tanzania,Air,2014-08-26,0.0,1150,0,8259.76,Not computed
ASN-27379,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Uganda,Air,2014-08-26,0.0,1151,0,3966.15,Not computed
ASN-27237,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Haiti,Air,2014-08-28,0.0,1152,0,11025.0,Not computed
ASN-26517,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Tanzania,Air,2014-08-29,0.0,1153,0,53760.0,Not computed
ASN-27200,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Haiti,Air,2014-08-29,0.0,1154,0,1232.8,Not computed
DN-3876,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zambia,Truck,2014-08-29,0.0,1155,0,65074.65,Not computed
ASN-27927,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Air,2014-09-04,0.0,1156,0,593820.0,Not computed
ASN-27955,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Côte d'Ivoire,Air,2014-09-04,0.0,1157,0,7175.0,Not computed
ASN-26738,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","Congo, DRC",Air,2014-09-05,0.0,1158,0,10080.0,Not computed
ASN-27716,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Haiti,Air,2014-09-12,0.0,1159,0,89125.84,Not computed
ASN-28019,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Uganda,Air,2014-09-12,0.0,1160,0,53746.2,Not computed
ASN-27809,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-16,0.0,1161,0,96178.0,Not computed
ASN-27810,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-16,0.0,1162,0,180474.0,Not computed
ASN-27811,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-16,0.0,1163,0,147168.0,Not computed
ASN-27963,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Rwanda,Air,2014-09-16,0.0,1164,0,10370.9,Not computed
ASN-27582,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1165,0,195148.8,Not computed
ASN-27583,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1166,0,195148.8,Not computed
ASN-27584,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1167,0,195592.32,Not computed
ASN-27585,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1168,0,194187.84,Not computed
ASN-27586,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1169,0,194927.04,Not computed
ASN-27587,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-09-17,0.0,1170,0,73980.06,Not computed
ASN-28009,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Guyana,Air,2014-09-17,0.0,1171,0,84896.0,Not computed
DN-3887,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Zambia,Truck,2014-09-18,0.0,1172,0,3627.29,Not computed
ASN-27812,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-22,0.0,1173,0,121295.0,Not computed
ASN-27813,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-22,0.0,1174,0,155190.0,Not computed
ASN-27814,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Vietnam,Air,2014-09-22,0.0,1175,0,181440.0,Not computed
ASN-27804,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Uganda,Air,2014-09-23,0.0,1176,0,2311.5,Not computed
ASN-27824,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Haiti,Air,2014-09-26,0.0,1177,0,26650.08,Not computed
ASN-28054,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests",Burundi,Air,2014-09-26,0.0,1178,0,11426.4,Not computed
ASN-26903,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",South Sudan,Air,2014-09-29,0.0,1179,0,3172.5,Not computed
ASN-27241,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",South Sudan,Air,2014-09-29,0.0,1180,0,16896.0,Not computed
ASN-27961,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Namibia,Air,2014-09-29,0.0,1181,0,378000.0,Not computed
ASN-26381,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Tanzania,Air,2014-09-30,0.0,1182,0,9369.28,Not computed
ASN-27483,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Congo, DRC",Air,2014-09-30,0.0,1183,0,7947.8,Not computed
DN-3941,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zambia,Truck,2014-09-30,0.0,1184,0,54219.2,Not computed
ASN-27372,BIO-RAD LABORATORIES (FRANCE),"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit, 50 Tests",Mozambique,Air,2014-10-01,0.0,1185,0,99402.4,Not computed
ASN-27436,B&C GROUP S.A.,"Darunavir 600mg [Prezista], tablets, 60 Tabs",Mozambique,Air,2014-10-01,0.0,1186,0,5328.0,Not computed
ASN-27557,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Zambia,Air,2014-10-01,0.0,1187,0,218000.0,Not computed
ASN-28050,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Vietnam,Air,2014-10-01,0.0,1188,0,9304.0,Not computed
ASN-27718,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Tanzania,Air,2014-10-02,0.0,1189,0,34564.86,Not computed
ASN-27328,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",South Sudan,Air,2014-10-03,0.0,1190,0,32870.0,Not computed
ASN-28049,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Vietnam,Air,2014-10-07,0.0,1191,0,2326.0,Not computed
ASN-28330,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Côte d'Ivoire,Air,2014-10-07,0.0,1192,0,117600.0,Not computed
ASN-26540,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs","Congo, DRC",Air,2014-10-09,0.0,1193,0,25680.0,Not computed
ASN-28398,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Namibia,Air,2014-10-13,0.0,1194,0,73675.0,Not computed
ASN-28479,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Côte d'Ivoire,Air,2014-10-13,0.0,1195,0,16430.0,Not computed
ASN-27795,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Haiti,Air,2014-10-14,0.0,1196,0,40419.54,Not computed
ASN-28350,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uganda,Air,2014-10-14,0.0,1197,0,60896.0,Not computed
ASN-28591,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests",Uganda,Air,2014-10-14,0.0,1198,0,22080.0,Not computed
ASN-28331,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Rwanda,Air,2014-10-17,0.0,1199,0,151280.0,Not computed
ASN-26905,Aurobindo Pharma Limited,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Haiti,Ocean,2014-10-20,0.0,1200,0,165276.8,Not computed
ASN-26977,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Haiti,Ocean,2014-10-20,0.0,1201,0,9714.8,Not computed
ASN-27086,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Haiti,Ocean,2014-10-20,0.0,1202,0,60990.47,Not computed
ASN-27545,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Haiti,Ocean,2014-10-20,0.0,1203,0,507942.0,Not computed
ASN-28449,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Mozambique,Air,2014-10-21,0.0,1204,0,5550.0,Not computed
ASN-28217,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Vietnam,Air,2014-10-22,0.0,1205,0,121640.0,Not computed
ASN-28481,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Namibia,Air,2014-10-22,0.0,1206,0,111323.52,Not computed
ASN-28482,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Namibia,Air,2014-10-22,0.0,1207,0,113984.64,Not computed
ASN-28483,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Namibia,Air,2014-10-22,0.0,1208,0,107747.64,Not computed
ASN-28484,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Namibia,Air,2014-10-22,0.0,1209,0,13444.2,Not computed
ASN-28275,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Tanzania,Air,2014-10-25,0.0,1210,0,8064.0,Not computed
ASN-27939,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Vietnam,Air,2014-10-27,0.0,1211,0,51920.0,Not computed
ASN-27709,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Haiti,Ocean,2014-10-28,0.0,1212,0,51380.46,Not computed
ASN-27710,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Haiti,Ocean,2014-10-28,0.0,1213,0,133123.5,Not computed
ASN-28239,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Uganda,Air,2014-10-28,0.0,1214,0,62300.0,Not computed
ASN-28662,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Uganda,Air,2014-10-28,0.0,1215,0,72094.5,Not computed
ASN-27349,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Haiti,Air,2014-10-29,0.0,1216,0,195887.35,Not computed
ASN-28220,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Vietnam,Air,2014-10-29,0.0,1217,0,425740.0,Not computed
ASN-27525,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Haiti,Ocean,2014-10-30,0.0,1218,0,1128034.32,Not computed
ASN-27943,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Vietnam,Air,2014-10-30,0.0,1219,0,144602.0,Not computed
DN-3807,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Nigeria,Air Charter,2014-10-31,0.0,1220,0,57322.56,Not computed
DN-3931,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Rwanda,Air,2014-10-31,0.0,1221,0,8235.0,Not computed
DN-3934,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-10-31,0.0,1222,0,51281.36,Not computed
DN-3935,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-10-31,0.0,1223,0,26147.68,Not computed
DN-3994,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Nigeria,Air Charter,2014-10-31,0.0,1224,0,21141.12,Not computed
ASN-29067,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),"Etravirine 100mg [Intelence], tablets, 120 Tabs",Uganda,Air,2014-11-01,0.0,1225,0,18036.0,Not computed
ASN-27940,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Ocean,2014-11-03,0.0,1226,0,736966.8,Not computed
ASN-27964,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Vietnam,Air,2014-11-03,0.0,1227,0,129800.0,Not computed
ASN-28248,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Vietnam,Air,2014-11-03,0.0,1228,0,267040.65,Not computed
ASN-28600,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Haiti,Air,2014-11-03,0.0,1229,0,9800.0,Not computed
ASN-28279,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","Congo, DRC",Air,2014-11-04,0.0,1230,0,49568.0,Not computed
ASN-28699,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Uganda,Air,2014-11-06,0.0,1231,0,4300.56,Not computed
ASN-28731,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Haiti,Air,2014-11-06,0.0,1232,0,400000.0,Not computed
ASN-28062,MICRO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Vietnam,Air,2014-11-07,0.0,1233,0,30428.0,Not computed
ASN-28465,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Zimbabwe,Air,2014-11-07,0.0,1234,0,578640.0,Not computed
ASN-29012,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Uganda,Air,2014-11-08,0.0,1235,0,3966.15,Not computed
ASN-27917,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Rwanda,Ocean,2014-11-12,0.0,1236,0,483600.0,Not computed
ASN-29216,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Uganda,Air,2014-11-14,0.0,1237,0,2465.6,Not computed
ASN-28245,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Haiti,Ocean,2014-11-17,0.0,1238,0,5074.5,Not computed
ASN-28246,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Haiti,Ocean,2014-11-17,0.0,1239,0,276501.60000000003,Not computed
ASN-28571,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Ethiopia,Air,2014-11-17,0.0,1240,0,17280.0,Not computed
